(333,468), (149,245), (217,358), (201,256), (174,297), (145,246), (116,189), (178,175), (214,213), (50,55)
(329,208), (275,311), (215,135), (257,195), (130,98), (133,277), (73,106), (281,200), (247,186), (186,102)
(149,65), (158,260), (130,274), (247,339), (220,287), (342,256), (280,328), (169,122), (285,449), (274,436)
(274,202), (24,104), (242,195), (298,258), (307,471), (196,207), (226,144), (182,341), (103,59), (292,189)
(196,120), (92,58), (319,250), (38,102), (309,177), (304,212), (87,56), (105,148), (199,242), (344,385)
(65,191), (151,247), (127,279), (119,172), (148,250), (65,186), (70,147), (242,261), (217,337), (151,277)
(265,429), (340,343), (298,204), (219,159), (115,213), (189,153), (205,402), (249,127), (317,265), (63,201)
(183,292), (307,300), (233,219), (132,173), (258,163), (249,236), (234,323), (254,313), (104,223), (221,183)
(123,260), (89,172), (248,328), (223,340), (234,388), (244,376), (231,286), (183,163), (281,320), (198,260)
(284,460), (111,161), (214,380), (66,149), (31,53), (169,331), (224,109), (207,309), (98,251), (115,95)
(315,304), (186,275), (155,134), (261,191), (295,357), (127,238), (216,225), (196,144), (135,220), (58,79)
(312,490), (295,213), (114,243), (152,231), (121,283), (188,110), (186,280), (167,247), (314,454), (190,152)
(112,242), (231,148), (78,121), (209,252), (102,168), (163,202), (162,182), (304,436), (295,158), (174,194)
(77,137), (171,288), (37,94), (269,338), (246,270), (160,340), (160,98), (230,320), (280,283), (238,320)
(206,223), (221,409), (265,428), (315,419), (61,146), (117,186), (224,303), (216,172), (170,206), (194,315)
(285,366), (169,347), (286,158), (308,225), (218,357), (307,489), (336,282), (318,470), (283,229), (220,233)
(244,188), (325,335), (342,343), (224,323), (109,183), (299,268), (198,161), (182,371), (271,304), (68,55)
(280,164), (191,387), (83,199), (35,109), (112,111), (308,346), (307,169), (95,70), (314,382), (229,203)
(241,374), (110,156), (243,180), (128,289), (267,324), (171,312), (275,318), (295,192), (122,118), (75,92)
(328,421), (137,271), (134,158), (189,344), (272,408), (264,430), (51,65), (348,233), (331,304), (108,119)
(218,339), (231,417), (232,129), (283,394), (342,418), (311,410), (33,47), (270,427), (277,145), (182,218)
(121,217), (285,309), (272,164), (252,384), (181,117), (140,233), (123,176), (325,445), (300,476), (49,74)
(263,399), (210,111), (258,446), (205,252), (44,116), (93,75), (283,335), (204,241), (322,206), (249,439)
(239,395), (108,64), (287,260), (246,297), (167,277), (119,267), (193,284), (182,313), (225,228), (306,496)
(319,260), (209,112), (254,427), (203,301), (103,237), (280,336), (221,275), (205,123), (204,403), (338,439)
(255,204), (189,365), (345,196), (194,148), (174,75), (65,168), (128,156), (171,103), (79,107), (344,340)
(198,242), (91,237), (166,160), (144,186), (322,351), (309,255), (77,72), (315,414), (248,320), (35,158)
(232,429), (181,101), (146,200), (136,234), (218,375), (151,95), (75,50), (288,198), (252,303), (261,178)
(28,137), (57,158), (26,110), (211,323), (182,339), (238,406), (263,188), (265,265), (347,370), (139,169)
(293,219), (309,371), (315,218), (121,176), (207,213), (311,206), (56,148), (182,303), (284,409), (266,146)
(222,210), (281,272), (302,416), (304,366), (294,425), (291,299), (176,244), (250,145), (155,186), (330,466)
(118,117), (88,55), (219,382), (281,164), (321,178), (243,384), (271,226), (46,59), (255,310), (95,135)
(260,175), (294,232), (68,81), (76,95), (268,430), (226,365), (340,225), (292,369), (50,44), (66,156)
(151,160), (296,470), (133,235), (145,283), (269,397), (108,201), (74,202), (257,290), (231,128), (184,83)
(269,137), (134,161), (291,261), (336,201), (275,288), (128,197), (248,241), (104,59), (121,209), (267,191)
(127,274), (281,355), (276,322), (61,156), (347,200), (74,137), (278,244), (304,477), (147,174), (93,115)
(127,250), (210,373), (178,181), (159,139), (336,276), (115,75), (340,253), (289,395), (123,261), (303,307)
(178,262), (36,75), (119,205), (327,261), (225,357), (308,280), (167,236), (261,276), (175,210), (300,206)
(185,205), (234,154), (295,476), (78,209), (191,276), (320,463), (284,189), (328,246), (307,311), (321,447)
(305,207), (226,295), (297,389), (70,187), (184,87), (178,319), (113,171), (249,438), (275,282), (226,316)
(283,201), (277,406), (262,183), (192,205), (208,395), (288,438), (256,265), (184,132), (101,133), (126,245)
(48,143), (175,326), (293,199), (340,342), (58,192), (285,420), (203,168), (240,388), (256,222), (227,347)
(246,206), (288,249), (188,203), (115,201), (154,123), (279,205), (247,341), (279,325), (237,325), (264,427)
(210,387), (183,214), (96,249), (121,161), (233,114), (128,107), (138,301), (217,242), (313,474), (150,229)
(259,143), (149,86), (130,245), (194,226), (197,166), (215,355), (55,59), (160,243), (322,274), (133,100)
(74,123), (128,272), (190,343), (293,408), (222,244), (49,145), (195,345), (113,102), (113,149), (75,190)
(141,307), (174,161), (336,459), (241,211), (216,226), (224,186), (152,194), (264,163), (189,135), (226,279)
(237,174), (348,286), (288,179), (264,302), (90,143), (348,302), (218,399), (151,209), (285,215), (343,326)
(233,291), (269,349), (187,345), (276,193), (189,233), (240,412), (324,431), (338,394), (282,362), (146,206)
(125,266), (220,120), (191,165), (217,204), (246,182), (222,133), (270,449), (232,236), (69,69), (332,346)
(304,469), (137,192), (281,389), (108,207), (155,307), (138,269), (164,78), (127,176), (174,106), (124,125)
(336,432), (284,157), (237,164), (187,307), (181,93), (36,129), (335,230), (141,294), (95,108), (135,260)
(323,452), (158,265), (114,197), (266,251), (151,321), (236,268), (162,68), (267,364), (263,284), (320,265)
(238,330), (298,393), (120,101), (173,159), (312,454), (282,147), (179,360), (330,199), (33,138), (327,312)
(192,146), (233,203), (277,468), (113,208), (336,426), (219,289), (199,260), (306,362), (319,452), (206,124)
(293,176), (125,150), (190,131), (183,223), (170,348), (228,338), (242,189), (279,455), (289,366), (303,491)
(224,249), (293,402), (89,210), (154,150), (35,86), (37,152), (287,248), (335,222), (345,375), (281,363)
(317,359), (154,327), (291,336), (246,431), (264,400), (340,200), (227,131), (297,269), (186,175), (138,300)
(239,173), (154,128), (57,133), (157,287), (169,250), (205,201), (335,326), (57,102), (277,168), (164,199)
(130,216), (244,225), (54,175), (210,308), (60,161), (102,60), (206,344), (272,264), (142,294), (62,50)
(30,129), (154,244), (285,399), (205,257), (188,339), (45,101), (330,206), (269,420), (272,186), (108,245)
(116,258), (265,170), (109,237), (194,182), (109,60), (258,232), (126,92), (207,344), (214,103), (84,215)
(194,202), (284,275), (198,215), (319,455), (127,285), (255,354), (138,158), (141,152), (272,340), (317,286)
(256,126), (107,199), (144,226), (194,390), (293,161), (313,296), (180,266), (302,241), (199,165), (262,187)
(71,69), (82,163), (333,450), (151,232), (66,142), (332,482), (207,265), (160,206), (144,309), (152,316)
(231,260), (144,151), (308,440), (185,149), (140,85), (152,261), (348,225), (248,229), (309,238), (299,210)
(166,266), (182,185), (70,125), (314,259), (74,185), (326,208), (101,135), (154,162), (48,120), (342,439)
(345,248), (311,453), (346,340), (53,101), (330,270), (236,388), (298,230), (288,200), (291,400), (196,194)
(209,207), (76,211), (336,402), (65,63), (210,384), (202,328), (310,354), (211,146), (333,347), (315,437)
(176,225), (169,232), (128,242), (267,358), (57,132), (232,230), (201,353), (118,209), (303,383), (165,242)
(179,99), (205,279), (339,337), (231,341), (321,498), (251,213), (36,145), (87,236), (299,258), (229,306)
(300,485), (100,79), (315,305), (176,226), (50,94), (121,251), (43,64), (263,241), (73,200), (85,204)
(290,325), (318,472), (246,347), (131,222), (245,329), (196,330), (328,367), (301,433), (321,262), (289,384)
(260,434), (338,326), (197,386), (149,66), (57,118), (192,276), (337,280), (45,142), (342,431), (99,187)
(332,238), (174,144), (320,454), (284,151), (333,247), (217,321), (199,343), (246,221), (264,419), (185,345)
(266,277), (206,106), (195,206), (292,379), (237,215), (196,305), (77,117), (339,276), (226,134), (343,300)
(74,147), (167,168), (260,254), (220,214), (301,325), (101,173), (221,336), (156,263), (201,192), (294,168)
(258,211), (216,128), (336,257), (144,139), (122,108), (203,344), (280,304), (169,183), (213,217), (238,240)
(147,139), (89,127), (132,147), (79,206), (240,305), (199,219), (311,226), (139,301), (53,97), (263,452)
(28,84), (108,202), (305,437), (328,434), (329,482), (330,500), (88,220), (269,244), (207,285), (333,443)
(284,344), (252,356), (27,132), (241,312), (247,231), (282,297), (129,61), (135,143), (328,245), (249,378)
(56,111), (171,250), (288,326), (114,250), (187,159), (257,268), (101,215), (174,345), (278,362), (161,137)
(250,402), (283,337), (224,194), (172,190), (21,136), (294,307), (144,160), (101,182), (307,401), (140,94)
(127,96), (184,268), (120,201), (251,317), (154,289), (119,200), (331,356), (245,252), (159,250), (245,170)
(46,126), (249,309), (100,196), (174,205), (171,304), (80,106), (320,216), (221,338), (149,323), (167,230)
(220,277), (321,347), (129,60), (292,235), (192,149), (145,168), (97,112), (177,261), (150,228), (195,322)
(336,423), (340,262), (184,257), (45,67), (189,321), (143,197), (309,499), (304,469), (181,92), (261,136)
(56,84), (242,394), (227,170), (144,223), (289,246), (209,311), (336,418), (277,232), (304,306), (93,241)
(271,422), (259,368), (190,90), (79,163), (23,138), (148,153), (89,140), (237,386), (269,363), (329,473)
(116,80), (224,282), (207,273), (160,339), (348,281), (135,255), (313,223), (216,112), (69,98), (165,289)
(338,433), (156,224), (307,458), (278,258), (273,348), (61,158), (342,405), (197,328), (262,169), (109,149)
(312,300), (229,107), (246,369), (73,198), (187,230), (133,209), (299,422), (125,239), (337,386), (119,105)
(217,275), (161,163), (281,467), (177,234), (269,258), (264,133), (288,164), (282,280), (211,156), (205,168)
(297,479), (33,42), (37,125), (95,144), (265,453), (203,180), (48,95), (94,198), (67,198), (202,114)
(275,460), (120,186), (269,170), (46,93), (201,105), (326,382), (218,220), (102,83), (194,230), (313,190)
(321,416), (326,245), (156,318), (185,254), (176,104), (195,172), (77,130), (189,383), (276,385), (256,201)
(181,112), (69,186), (254,391), (107,191), (251,301), (86,192), (204,357), (140,116), (348,378), (303,248)
(198,376), (176,117), (203,197), (304,362), (99,144), (134,157), (149,219), (235,226), (269,452), (45,156)
