(119,265), (136,83), (230,385), (30,67), (289,235), (144,129), (75,168), (196,166), (144,183), (175,103)
(41,112), (254,414), (211,269), (163,199), (298,170), (30,40), (241,228), (298,489), (100,125), (306,489)
(302,484), (145,141), (86,148), (304,367), (301,464), (74,167), (331,197), (295,322), (308,204), (151,252)
(160,291), (332,486), (97,54), (234,275), (140,72), (328,225), (204,184), (173,151), (141,124), (199,351)
(236,213), (224,146), (270,345), (275,269), (310,280), (322,269), (302,352), (169,185), (208,238), (251,236)
(322,455), (330,319), (281,336), (155,183), (263,260), (341,388), (163,228), (116,66), (264,253), (242,216)
(241,175), (327,259), (317,415), (289,192), (348,315), (155,252), (86,207), (299,321), (306,169), (237,221)
(193,138), (330,475), (173,196), (236,285), (121,169), (230,289), (244,175), (164,341), (88,224), (64,90)
(320,446), (131,170), (167,144), (119,67), (338,422), (256,440), (162,319), (250,329), (257,294), (153,308)
(107,233), (295,387), (306,495), (297,406), (186,255), (272,227), (324,458), (294,277), (327,272), (287,270)
(123,166), (199,148), (327,373), (110,103), (175,218), (322,451), (293,218), (116,253), (196,244), (337,246)
(280,308), (293,376), (320,179), (150,188), (131,202), (295,341), (179,203), (191,156), (274,168), (274,303)
(344,388), (192,139), (181,236), (29,150), (323,267), (136,89), (217,184), (291,287), (173,320), (297,164)
(236,425), (279,267), (290,404), (280,374), (315,322), (121,127), (153,243), (334,357), (312,453), (86,158)
(141,193), (192,317), (64,95), (304,419), (344,245), (302,216), (142,142), (280,407), (253,164), (287,195)
(176,168), (36,124), (62,56), (68,207), (180,84), (332,486), (199,365), (325,433), (323,277), (162,253)
(126,180), (83,58), (85,64), (55,77), (140,136), (342,214), (236,119), (231,122), (193,181), (176,141)
(333,417), (235,225), (110,210), (61,161), (210,100), (103,252), (81,110), (155,72), (139,161), (94,242)
(248,372), (232,190), (156,264), (208,254), (116,87), (257,160), (258,217), (200,193), (92,68), (120,133)
(182,357), (314,489), (338,193), (27,107), (65,130), (298,231), (173,254), (234,412), (125,240), (205,364)
(229,350), (88,150), (333,301), (326,204), (287,393), (184,316), (245,415), (230,382), (198,162), (320,243)
(343,420), (152,72), (276,392), (215,152), (245,198), (281,319), (151,241), (44,75), (151,190), (175,176)
(100,215), (106,163), (124,72), (197,202), (302,361), (198,128), (144,156), (141,161), (282,427), (113,164)
(178,105), (308,226), (229,111), (153,85), (278,202), (192,99), (166,158), (338,402), (243,218), (276,160)
(258,272), (94,234), (251,381), (119,142), (325,417), (271,407), (247,229), (191,325), (189,194), (314,262)
(275,210), (249,368), (167,315), (129,182), (304,274), (80,117), (286,465), (317,489), (261,287), (318,306)
(315,256), (311,381), (145,311), (242,268), (317,406), (190,90), (314,254), (233,198), (326,271), (184,109)
(277,337), (243,435), (332,311), (259,426), (58,80), (350,366), (218,334), (308,284), (288,233), (291,482)
(164,304), (206,228), (98,95), (197,149), (194,103), (68,94), (148,272), (220,280), (85,196), (210,392)
(207,301), (215,400), (180,121), (317,265), (70,153), (229,194), (131,193), (190,155), (218,104), (284,172)
(331,473), (227,173), (230,297), (138,276), (258,395), (210,145), (137,124), (159,221), (337,294), (126,160)
(266,452), (295,378), (159,94), (320,375), (227,167), (60,170), (289,476), (234,181), (326,403), (124,270)
(106,59), (318,432), (266,412), (320,395), (211,275), (83,222), (293,419), (143,86), (87,55), (88,65)
(277,382), (293,461), (349,260), (101,65), (200,238), (255,332), (300,191), (133,298), (252,195), (315,319)
(323,285), (177,153), (101,176), (349,258), (249,165), (250,440), (321,466), (143,146), (122,259), (260,156)
(150,316), (279,377), (158,226), (166,265), (206,120), (274,462), (314,436), (285,200), (291,293), (167,220)
(68,193), (263,158), (245,376), (249,226), (286,319), (91,82), (148,90), (290,366), (299,467), (273,222)
(230,220), (314,220), (155,314), (72,76), (185,126), (149,235), (201,313), (242,212), (41,154), (185,365)
(168,168), (297,218), (227,407), (309,211), (115,265), (213,249), (95,154), (243,165), (312,407), (116,95)
(265,417), (56,181), (261,212), (116,140), (114,157), (297,159), (32,54), (95,243), (202,354), (146,112)
(155,314), (338,278), (182,311), (328,333), (88,214), (231,306), (329,184), (316,190), (159,87), (335,329)
(197,177), (194,387), (239,239), (273,419), (192,169), (278,269), (93,214), (283,200), (180,274), (298,485)
(192,293), (190,311), (229,267), (167,114), (121,162), (231,400), (265,377), (262,210), (325,374), (275,205)
(125,254), (169,86), (202,256), (184,292), (60,139), (188,302), (79,178), (301,486), (35,70), (96,188)
(192,100), (242,296), (93,228), (188,289), (336,258), (246,224), (98,58), (346,217), (189,102), (299,406)
(330,266), (258,394), (228,159), (242,156), (276,270), (212,270), (25,117), (342,343), (334,270), (300,456)
(161,280), (92,123), (234,328), (154,227), (330,399), (221,327), (135,59), (113,268), (250,140), (303,485)
(146,304), (228,186), (152,90), (145,145), (243,302), (276,398), (216,341), (164,203), (101,132), (201,360)
(174,122), (144,152), (350,400), (112,121), (226,404), (140,72), (219,394), (247,410), (235,154), (288,469)
(284,191), (50,143), (288,431), (275,300), (120,116), (168,288), (296,175), (346,412), (52,160), (333,273)
(289,306), (38,148), (248,382), (155,175), (163,329), (339,429), (301,368), (209,255), (101,134), (188,192)
(327,189), (124,100), (221,362), (284,320), (156,154), (253,229), (136,74), (210,136), (130,66), (166,297)
(207,157), (28,149), (285,306), (272,376), (311,479), (332,487), (332,489), (333,300), (77,53), (286,251)
(307,353), (297,262), (292,363), (67,198), (305,386), (325,345), (91,78), (158,106), (190,290), (123,228)
(137,296), (335,215), (135,69), (345,215), (93,187), (191,309), (183,325), (201,209), (28,88), (308,307)
(327,422), (77,118), (55,85), (214,105), (129,88), (189,110), (161,214), (292,154), (85,62), (262,292)
(45,146), (207,213), (263,194), (149,121), (234,336), (200,315), (334,465), (292,242), (348,372), (126,266)
(333,476), (185,286), (179,93), (242,264), (212,327), (223,199), (177,343), (243,346), (156,284), (256,272)
(298,315), (49,116), (219,371), (169,246), (323,306), (256,374), (242,168), (250,246), (349,208), (339,297)
(69,98), (85,66), (200,89), (155,193), (83,231), (342,202), (345,397), (86,50), (105,154), (89,65)
(100,176), (325,239), (238,133), (318,479), (168,138), (338,347), (244,399), (176,206), (135,241), (113,230)
(309,315), (217,382), (129,267), (266,199), (194,186), (278,179), (313,278), (114,64), (331,200), (224,271)
(168,96), (204,182), (330,305), (72,170), (147,220), (225,100), (261,440), (270,449), (88,65), (334,259)
(83,68), (73,173), (275,168), (303,490), (57,107), (336,466), (342,331), (180,141), (201,193), (84,104)
(81,159), (331,413), (251,277), (131,239), (243,283), (128,68), (226,133), (145,182), (298,319), (283,301)
(194,217), (287,289), (74,178), (95,96), (324,442), (240,331), (258,363), (342,335), (77,111), (286,439)
(262,289), (308,470), (138,273), (278,279), (68,147), (161,102), (33,58), (135,236), (339,306), (317,262)
(65,155), (48,177), (306,269), (289,311), (225,414), (272,437), (253,198), (306,269), (155,98), (303,177)
(241,233), (236,146), (247,387), (316,400), (221,162), (241,121), (231,153), (194,105), (293,367), (346,296)
(123,242), (114,209), (82,170), (217,362), (172,121), (134,278), (248,407), (267,365), (296,177), (127,232)
(107,239), (173,77), (312,369), (205,151), (318,500), (239,232), (157,310), (264,133), (100,89), (159,247)
(161,209), (233,123), (258,274), (309,201), (311,333), (164,247), (230,219), (159,117), (129,67), (139,105)
(167,148), (343,197), (270,207), (295,248), (109,220), (267,390), (240,423), (79,149), (48,50), (244,260)
(82,223), (234,248), (123,218), (308,398), (127,130), (254,424), (82,205), (107,134), (212,267), (253,134)
(344,397), (315,318), (128,281), (244,345), (181,293), (240,285), (151,224), (289,466), (339,431), (220,320)
(47,78), (242,433), (280,284), (336,469), (116,228), (239,400), (203,361), (211,327), (267,315), (175,193)
(330,305), (263,161), (213,359), (231,255), (260,285), (208,315), (101,179), (256,373), (343,248), (287,224)
(349,325), (193,278), (339,253), (27,115), (199,332), (294,194), (83,226), (315,487), (283,177), (104,212)
(342,342), (105,218), (203,230), (157,243), (78,129), (272,427), (167,273), (61,187), (97,118), (226,122)
(62,141), (167,328), (263,377), (166,275), (235,366), (80,97), (141,118), (233,217), (221,137), (188,193)
(192,315), (311,253), (200,375), (169,193), (254,196), (334,366), (212,312), (24,116), (125,86), (264,144)
(230,109), (315,492), (155,269), (276,205), (326,307), (65,100), (320,286), (133,254), (129,92), (210,357)
(91,65), (29,103), (272,351), (184,292), (234,265), (330,187), (83,145), (195,369), (247,202), (217,327)
(287,246), (186,140), (195,262), (255,214), (263,369), (127,235), (162,234), (64,53), (103,256), (97,123)
(122,189), (271,362), (350,346), (50,183), (225,172), (253,182), (182,198), (246,436), (305,423), (238,361)
(223,242), (82,74), (306,217), (48,116), (197,288), (252,206), (153,185), (214,404), (272,439), (109,179)
(152,277), (219,374), (150,316), (345,237), (342,225), (116,159), (220,401), (247,296), (331,373), (252,427)
(138,219), (95,163), (306,392), (195,114), (49,66), (221,273), (243,332), (78,166), (75,150), (164,160)
(243,325), (174,341), (333,235), (265,138), (113,80), (312,391), (142,200), (149,95), (206,143), (342,437)
(212,119), (170,219), (95,236), (281,216), (248,339), (31,46), (299,485), (50,170), (319,418), (211,277)
(30,74), (55,61), (266,426), (293,203), (158,321), (285,353), (270,233), (205,126), (125,135), (278,149)
(326,266), (266,382), (73,182), (219,403), (272,203), (276,305), (156,209), (143,317), (134,78), (262,388)
(138,188), (235,207), (308,301), (154,239), (267,219), (139,180), (205,393), (307,393), (122,172), (320,406)
(157,171), (331,416), (32,55), (339,314), (241,333), (49,150), (200,141), (341,279), (282,457), (185,179)
(323,387), (195,332), (238,254), (178,315), (145,74), (158,181), (321,334), (339,280), (90,238), (231,141)
(344,240), (153,227), (244,267), (299,446), (330,206), (263,389), (305,390), (109,215), (342,196), (29,125)
(191,300), (284,281), (195,92), (127,279), (221,98), (119,164), (301,235), (213,310), (197,163), (150,160)
(223,138), (227,421), (194,311), (128,96), (54,75), (115,137), (278,402), (245,160), (185,146), (195,133)
(225,313), (162,301), (198,314), (145,176), (210,310), (90,239), (111,250), (158,187), (117,124), (196,125)
(261,251), (295,164), (145,213), (312,415), (290,292), (243,206), (44,89), (158,325), (159,290), (135,81)
(335,353), (231,272), (219,202), (37,101), (88,68), (212,322), (204,117), (245,116), (144,140), (233,221)
(176,209), (133,83), (91,184), (299,344), (224,186), (206,285), (223,129), (306,266), (169,288), (213,96)
(69,50), (266,243), (262,344), (294,464), (107,95), (40,143), (82,118), (329,324), (281,271), (288,308)
(250,427), (334,355), (196,170), (292,439), (259,349), (196,239), (80,194), (297,315), (129,181), (306,318)
(262,405), (311,270), (335,330), (304,235), (62,115), (206,214), (254,157), (247,167), (320,357), (98,76)
(109,227), (249,287), (299,402), (96,191), (206,395), (104,236), (90,67), (176,279), (221,124), (268,242)
(246,433), (259,370), (321,306), (215,204), (60,170), (148,252), (208,201), (310,500), (343,215), (318,372)
(127,153), (223,137), (244,344), (305,338), (256,312), (336,400), (177,82), (263,183), (292,311), (288,454)
(308,417), (221,224), (303,200), (70,205), (193,242), (330,500), (142,103), (297,414), (56,177), (217,402)
(156,257), (79,101), (302,479), (349,321), (244,313), (251,344), (323,342), (281,229), (35,156), (112,251)
(178,352), (290,223), (230,331), (315,375), (146,199), (157,194), (338,387), (40,143), (133,186), (315,378)
(280,151), (249,209), (224,148), (226,147), (125,127), (262,284), (239,191), (287,450), (233,401), (205,161)
(155,162), (285,326), (244,333), (173,352), (269,219), (37,116), (207,164), (246,402), (223,158), (298,352)
(279,249), (305,344), (229,260), (326,443), (202,218), (191,151), (110,65), (292,273), (215,187), (158,214)
(319,344), (345,266), (196,189), (341,238), (303,168), (111,101), (94,199), (202,227), (313,192), (104,89)
(251,269), (196,259), (158,246), (189,354), (187,350), (329,359), (315,457), (260,412), (317,231), (241,279)
(79,147), (152,164), (313,287), (198,368), (218,227), (271,457), (144,69), (146,83), (292,383), (273,298)
(222,334), (120,106), (71,103), (199,165), (207,344), (193,379), (199,247), (215,346), (297,179), (136,185)
(181,311), (282,344), (143,309), (149,290), (122,167), (340,416), (136,123), (96,183), (275,279), (199,142)
(168,142), (245,308), (177,143), (304,391), (341,235), (221,168), (93,200), (62,46), (26,88), (237,380)
(274,257), (143,157), (135,219), (168,165), (118,73), (278,279), (202,384), (232,124), (270,238), (283,367)
(289,232), (166,257), (145,251), (326,457), (73,53), (281,298), (185,117), (78,58), (207,238), (238,292)
(39,123), (191,297), (253,246), (91,218), (40,153), (141,158), (167,158), (35,112), (273,314), (326,196)
(196,245), (198,314), (338,404), (126,264), (119,252), (232,328), (191,319), (38,60), (216,118), (290,407)
(230,140), (345,366), (212,347), (184,264), (303,342), (178,363), (127,244), (256,435), (190,125), (176,258)
(164,311), (209,150), (253,345), (86,158), (160,191), (170,128), (129,293), (302,449), (343,373), (61,146)
(278,331), (256,371), (129,163), (208,264), (266,330), (251,249), (249,396), (292,437), (176,118), (274,206)
(284,456), (80,168), (54,186), (161,129), (292,262), (142,215), (179,220), (248,230), (228,387), (328,404)
(336,293), (290,434), (181,130), (318,453), (327,459), (32,155), (116,130), (163,232), (173,331), (290,198)
(260,430), (229,199), (322,291), (153,254), (302,181), (295,302), (320,231), (311,480), (317,299), (103,95)
(290,276), (346,255), (306,430), (36,121), (107,118), (339,357), (273,397), (213,404), (175,303), (304,493)
(271,372), (180,214), (205,397), (292,422), (311,358), (228,350), (151,259), (323,234), (144,82), (180,221)
(163,288), (137,256), (42,98), (154,309), (335,394), (285,472), (255,396), (295,421), (282,407), (123,288)
(323,466), (312,388), (163,337), (317,191), (161,156), (108,205), (306,263), (38,89), (286,342), (202,106)
(125,125), (119,238), (119,167), (175,137), (198,187), (303,276), (342,267), (94,124), (116,88), (280,316)
(40,113), (132,126), (228,146), (284,366), (246,230), (119,165), (180,159), (277,170), (288,193), (202,233)
(166,226), (181,238), (65,83), (172,275), (262,197), (146,293), (237,250), (193,181), (266,406), (202,361)
(202,394), (149,113), (253,166), (202,382), (223,371), (313,315), (136,159), (311,327), (221,100), (228,343)
(302,484), (326,238), (97,97), (181,224), (288,315), (216,299), (312,317), (194,203), (172,267), (335,447)
(303,268), (173,115), (82,222), (246,341), (255,405), (229,418), (140,133), (320,203), (62,100), (169,78)
(153,133), (257,202), (229,290), (210,360), (339,200), (338,403), (350,291), (194,377), (339,348), (311,386)
(185,329), (172,175), (258,382), (95,125), (251,338), (103,193), (292,363), (104,245), (227,406), (315,365)
(212,155), (308,333), (255,398), (314,462), (125,157), (287,368), (256,142), (178,165), (41,49), (130,178)
(283,362), (203,318), (342,347), (20,140), (323,265), (35,93), (281,187), (226,319), (38,42), (311,307)
(339,430), (221,341), (316,213), (60,154), (48,117), (83,197), (248,406), (143,227), (173,353), (255,332)
(204,196), (213,188), (206,387), (264,241), (34,142), (336,427), (349,332), (164,328), (180,270), (194,162)
(29,131), (313,277), (163,232), (79,115), (271,164), (253,147), (232,335), (97,201), (133,249), (289,408)
(192,264), (254,358), (87,122), (186,325), (226,207), (234,112), (314,227), (315,234), (154,316), (312,374)
(155,111), (340,312), (235,300), (209,238), (305,256), (258,351), (306,234), (33,90), (133,249), (346,368)
(252,412), (205,298), (162,107), (245,371), (87,167), (333,464), (187,238), (88,176), (304,367), (350,352)
(233,133), (208,163), (24,126), (99,235), (23,121), (340,265), (238,330), (157,88), (230,361), (225,420)
(105,119), (241,229), (299,303), (336,379), (66,73), (299,359), (151,173), (285,470), (155,249), (49,86)
(182,324), (192,267), (136,224), (167,302), (325,330), (282,374), (108,57), (197,100), (156,168), (245,266)
(336,250), (137,272), (106,262), (336,391), (341,212), (134,141), (172,207), (112,167), (284,195), (234,335)
(117,260), (319,436), (218,281), (329,292), (150,60), (306,355), (180,245), (175,155), (114,202), (273,139)
