(334,450), (205,136), (255,444), (163,172), (336,327), (229,357), (29,75), (120,267), (80,50), (100,91)
(118,276), (128,154), (43,105), (261,314), (157,205), (87,142), (112,221), (285,428), (268,251), (188,301)
(129,207), (158,143), (111,220), (174,164), (296,398), (316,359), (242,298), (92,104), (225,100), (289,294)
(209,175), (270,152), (147,286), (101,189), (333,419), (226,342), (246,402), (191,166), (218,248), (238,263)
(265,246), (331,466), (135,229), (157,212), (167,160), (273,328), (285,298), (233,365), (271,312), (134,198)
(132,289), (233,213), (157,255), (260,374), (138,165), (322,366), (212,386), (170,227), (218,226), (152,265)
(269,298), (324,237), (271,348), (34,124), (307,435), (226,293), (92,234), (238,420), (209,192), (299,241)
(201,290), (230,418), (254,288), (154,234), (242,431), (224,321), (254,366), (326,231), (302,209), (301,261)
(350,400), (236,413), (275,329), (171,102), (118,242), (181,220), (20,140), (162,128), (228,357), (173,150)
(215,387), (297,286), (223,253), (297,358), (176,362), (204,93), (176,219), (137,105), (319,409), (311,388)
(90,190), (204,230), (251,375), (118,233), (250,412), (263,331), (260,388), (214,247), (312,243), (105,191)
(232,269), (127,216), (230,347), (148,145), (45,77), (110,270), (165,339), (329,275), (175,357), (251,132)
(232,203), (274,187), (188,312), (307,172), (233,357), (63,73), (251,408), (285,360), (156,78), (189,204)
(154,119), (207,138), (167,233), (159,277), (32,69), (330,456), (182,125), (54,156), (30,40), (220,265)
(200,400), (300,351), (83,192), (71,93), (269,286), (133,99), (154,244), (182,128), (288,385), (145,128)
(56,162), (29,148), (54,59), (223,368), (342,360), (190,319), (116,262), (107,218), (92,220), (135,246)
(150,221), (307,210), (55,173), (153,178), (302,266), (227,144), (109,242), (82,211), (303,203), (117,91)
(231,208), (196,167), (193,311), (62,134), (181,328), (142,287), (161,341), (156,324), (278,235), (187,304)
(260,342), (243,375), (224,223), (204,184), (213,401), (147,321), (316,435), (145,221), (55,64), (219,274)
(299,224), (211,357), (306,302), (124,104), (121,241), (326,219), (101,73), (119,169), (150,308), (310,500)
(156,281), (330,374), (124,149), (131,86), (170,82), (144,157), (224,419), (193,248), (112,200), (116,140)
(286,175), (174,346), (181,256), (143,150), (272,308), (89,214), (283,384), (222,341), (92,153), (87,78)
(180,371), (217,97), (313,284), (314,474), (189,289), (254,330), (304,282), (38,67), (111,219), (150,60)
(331,364), (184,123), (137,89), (84,136), (212,111), (350,200), (332,463), (156,75), (121,65), (111,159)
(330,381), (330,500), (331,236), (330,405), (283,280), (276,199), (269,175), (138,84), (168,167), (348,246)
