(181,168), (258,73), (160,244), (456,436), (36,162), (500,64), (376,83), (516,189), (409,438), (120,90)
(208,164), (530,177), (345,490), (646,198), (159,89), (541,259), (540,124), (456,161), (557,77), (628,121)
(115,225), (353,218), (406,436), (120,241), (530,267), (453,301), (208,146), (310,166), (289,359), (361,465)
(312,361), (632,87), (637,267), (211,236), (672,122), (625,113), (412,200), (250,308), (296,314), (345,388)
(224,144), (466,389), (414,79), (521,217), (314,182), (632,84), (505,376), (490,372), (512,160), (136,267)
(293,421), (367,351), (434,142), (482,270), (367,104), (543,259), (663,109), (171,255), (87,88), (251,161)
(423,350), (241,421), (501,287), (454,371), (213,374), (213,341), (326,136), (454,201), (186,287), (494,397)
(511,302), (388,73), (339,408), (676,151), (322,68), (424,60), (73,200), (629,148), (136,128), (294,396)
(237,262), (468,236), (313,416), (284,249), (418,443), (457,251), (443,367), (78,110), (134,107), (405,434)
(620,237), (340,442), (487,347), (318,435), (306,315), (270,293), (644,106), (163,324), (462,464), (473,138)
(292,367), (366,210), (480,447), (662,225), (493,318), (161,87), (134,262), (607,235), (430,222), (204,213)
(348,100), (506,283), (291,295), (317,53), (602,206), (210,126), (451,360), (412,102), (355,62), (167,148)
(369,38), (478,80), (632,123), (271,85), (533,146), (311,417), (521,228), (311,118), (400,448), (61,148)
(56,145), (254,172), (475,175), (218,171), (538,297), (633,257), (206,138), (325,274), (470,28), (370,408)
(392,291), (353,486), (148,105), (452,306), (437,158), (443,243), (386,176), (362,499), (547,394), (305,190)
(487,249), (436,197), (336,265), (221,279), (142,281), (139,239), (319,153), (507,350), (326,375), (312,240)
(334,116), (340,212), (435,391), (666,253), (418,254), (377,281), (44,107), (312,489), (524,418), (484,68)
(541,241), (463,145), (404,487), (438,220), (435,224), (504,242), (443,171), (347,114), (530,185), (399,233)
(194,116), (667,153), (562,259), (605,294), (148,100), (304,281), (266,116), (183,290), (610,222), (481,323)
(410,247), (564,283), (372,399), (257,325), (404,229), (531,245), (455,29), (292,212), (447,305), (490,207)
(276,326), (112,110), (260,324), (489,101), (547,92), (506,42), (146,290), (277,196), (328,446), (110,173)
(425,98), (509,90), (310,157), (329,396), (270,284), (133,264), (633,274), (483,355), (322,89), (390,141)
(284,114), (510,45), (422,426), (232,420), (183,358), (355,369), (217,155), (450,444), (228,214), (47,156)
(422,357), (426,78), (355,52), (409,156), (475,411), (471,354), (484,219), (213,356), (333,397), (30,126)
(214,355), (427,391), (56,138), (279,439), (530,313), (349,217), (402,236), (680,154), (643,212), (422,332)
(572,184), (398,261), (602,303), (244,255), (334,339), (238,377), (402,291), (419,67), (226,132), (182,349)
(381,288), (527,310), (326,496), (313,399), (447,165), (322,454), (173,106), (528,76), (101,90), (520,160)
(256,276), (632,124), (196,163), (640,163), (644,89), (527,214), (618,281), (237,126), (623,278), (678,138)
(229,353), (429,354), (208,207), (236,214), (386,435), (572,321), (293,188), (557,284), (166,227), (537,74)
(103,168), (610,107), (563,237), (386,134), (439,256), (534,369), (639,219), (384,283), (471,143), (394,275)
(514,216), (601,110), (330,138), (328,47), (671,145), (623,187), (627,190), (463,222), (352,340), (337,229)
(425,374), (490,85), (479,183), (235,395), (608,286), (394,322), (514,408), (356,445), (238,102), (231,387)
(514,44), (603,148), (595,227), (183,349), (219,103), (641,120), (388,408), (652,92), (408,269), (517,373)
(625,106), (509,261), (376,346), (382,475), (282,392), (583,324), (669,168), (535,283), (335,278), (412,220)
(314,196), (343,292), (641,236), (528,65), (162,98), (360,433), (545,136), (325,391), (423,59), (491,279)
(201,75), (455,21), (373,249), (422,151), (407,495), (299,211), (142,84), (277,196), (165,310), (225,312)
(627,149), (224,330), (317,179), (623,142), (402,46), (249,137), (118,210), (262,331), (329,429), (413,98)
(448,215), (180,215), (209,218), (568,63), (382,198), (526,120), (510,121), (238,387), (368,224), (310,358)
(111,186), (390,377), (292,461), (308,357), (379,119), (392,388), (176,308), (479,406), (458,216), (265,163)
(314,171), (90,189), (396,331), (560,64), (242,287), (633,257), (299,71), (308,49), (370,267), (436,425)
(439,276), (286,288), (82,171), (680,207), (327,207), (143,80), (375,116), (198,179), (258,131), (85,209)
(290,292), (248,379), (544,188), (347,434), (660,239), (532,347), (554,374), (307,454), (185,341), (593,313)
(537,348), (496,44), (224,184), (75,113), (289,395), (327,440), (476,110), (547,235), (264,288), (289,334)
(623,256), (391,58), (163,194), (386,366), (300,331), (168,141), (27,147), (531,283), (538,128), (402,292)
(327,435), (338,65), (557,365), (464,399), (342,118), (226,194), (386,34), (598,260), (463,36), (328,329)
(31,102), (221,109), (466,103), (354,71), (70,92), (485,352), (572,357), (369,366), (398,399), (196,147)
(70,94), (271,403), (462,324), (451,188), (71,140), (521,326), (448,147), (253,82), (382,400), (368,296)
(415,77), (506,224), (292,421), (479,51), (319,486), (281,418), (553,221), (397,461), (353,319), (584,232)
(408,370), (671,253), (595,107), (660,160), (75,176), (667,120), (653,153), (558,251), (276,437), (413,71)
(483,301), (669,234), (633,207), (503,273), (296,190), (240,300), (587,160), (202,299), (231,342), (105,127)
(254,434), (542,175), (393,489), (349,157), (324,439), (86,108), (205,367), (511,43), (546,150), (534,210)
(402,473), (299,90), (306,220), (127,275), (169,253), (305,396), (202,221), (205,156), (460,44), (282,382)
(256,83), (489,214), (181,252), (232,356), (424,143), (338,264), (213,362), (523,349), (400,428), (602,117)
(407,495), (436,295), (679,217), (347,195), (599,204), (525,140), (524,67), (585,346), (333,413), (436,401)
(247,132), (376,319), (623,181), (425,88), (337,248), (102,191), (140,186), (394,459), (171,179), (586,180)
(225,233), (290,129), (328,239), (441,210), (370,260), (516,256), (181,333), (258,214), (469,339), (346,287)
(322,450), (170,85), (371,447), (642,273), (498,146), (424,184), (266,236), (493,192), (490,358), (269,118)
(599,147), (669,243), (622,283), (83,90), (426,176), (532,98), (420,114), (448,66), (280,55), (374,385)
(566,57), (570,72), (457,104), (229,251), (583,284), (338,146), (386,227), (288,235), (416,325), (324,140)
(413,253), (481,337), (466,193), (404,416), (88,132), (566,342), (398,121), (258,261), (374,463), (682,245)
(331,230), (479,370), (675,103), (483,317), (371,107), (132,264), (484,153), (119,177), (231,139), (309,447)
(555,232), (381,257), (53,113), (68,131), (233,307), (252,113), (647,207), (352,161), (502,384), (449,233)
(566,186), (516,220), (520,388), (485,208), (567,258), (310,104), (471,434), (192,82), (238,213), (205,119)
(306,185), (231,408), (397,143), (416,255), (227,323), (73,168), (89,178), (319,309), (360,87), (524,420)
(273,146), (673,159), (458,126), (399,178), (497,123), (187,274), (66,205), (328,333), (503,383), (40,105)
(263,87), (599,284), (208,104), (523,178), (504,66), (622,95), (671,263), (230,236), (242,263), (261,451)
(420,67), (360,303), (323,356), (641,292), (590,220), (567,373), (261,163), (437,135), (501,440), (313,420)
